-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 10/01/2017 through 10/01/2022 
Location: Latitude  24.9122   Longitude 66.7099 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WD10M,WS50M,WD50M
2017,12,11,2,3.47,41.44,5.24,39.25
2017,12,11,3,3.31,37.03,4.95,35.3
2017,12,11,4,3.14,32.9,4.57,31.52
2017,12,11,5,2.96,28.32,4.17,27.67
2017,12,11,6,2.76,24.03,3.79,23.93
2017,12,11,7,2.72,22.44,3.16,22.06
2017,12,11,8,2.08,16.12,2.12,11.93
2017,12,11,9,1.83,323.86,2.0,321.65
2017,12,11,10,2.54,297.43,2.72,298.48
2017,12,11,11,3.48,284.04,3.68,285.66
2017,12,11,12,4.37,275.85,4.61,277.31
2017,12,11,13,4.94,270.91,5.24,272.31
2017,12,11,14,5.23,268.2,5.62,269.44
2017,12,11,15,5.31,266.54,5.89,267.34
2017,12,11,16,4.31,264.28,6.14,264.09
2017,12,11,17,4.09,261.33,6.26,261.54
2017,12,11,18,4.07,259.71,6.0,260.04
2017,12,11,19,4.11,258.82,5.79,259.11
2017,12,11,20,4.21,260.92,5.77,261.28
2017,12,11,21,4.28,267.7,5.78,268.07
2017,12,11,22,4.22,278.52,5.67,278.55
2017,12,11,23,3.74,293.25,4.98,292.3
2017,12,12,0,3.2,311.04,4.13,309.32
2017,12,12,1,3.01,327.18,3.77,325.39
2017,12,12,2,3.05,338.04,3.74,336.86
2017,12,12,3,3.14,343.96,3.81,343.31
2017,12,12,4,3.25,347.8,3.94,347.29
2017,12,12,5,3.32,351.07,4.02,350.83
2017,12,12,6,3.24,354.06,3.95,354.32
2017,12,12,7,3.05,356.19,3.55,356.34
2017,12,12,8,2.58,352.51,2.64,350.62
2017,12,12,9,2.26,327.85,2.47,326.76
2017,12,12,10,2.68,312.4,2.88,314.67
2017,12,12,11,2.95,300.03,3.11,303.41
2017,12,12,12,3.23,288.35,3.34,291.95
2017,12,12,13,3.48,280.07,3.59,283.22
2017,12,12,14,3.72,273.01,3.85,275.59
2017,12,12,15,3.94,264.99,4.23,266.29
2017,12,12,16,3.68,256.11,5.13,255.54
2017,12,12,17,4.13,252.15,5.84,251.66
2017,12,12,18,4.21,252.41,5.94,252.33
2017,12,12,19,4.13,254.96,5.66,255.37
2017,12,12,20,3.91,259.99,5.19,260.64
2017,12,12,21,3.66,268.41,4.74,269.34
2017,12,12,22,3.38,279.98,4.31,280.96
2017,12,12,23,3.1,293.01,3.91,294.06
2017,12,13,0,2.78,306.42,3.46,307.28
2017,12,13,1,2.35,316.34,2.87,316.98
2017,12,13,2,1.84,323.62,2.19,323.99
2017,12,13,3,1.37,332.85,1.57,333.05
2017,12,13,4,0.94,350.38,1.02,352.98
2017,12,13,5,0.73,25.46,0.84,35.91
2017,12,13,6,0.87,58.59,1.18,69.89
2017,12,13,7,1.61,72.45,1.79,76.87
2017,12,13,8,1.64,78.74,1.43,85.91
2017,12,13,9,0.73,144.61,0.83,161.22
2017,12,13,10,0.85,165.71,0.97,167.87
2017,12,13,11,0.98,180.91,1.06,178.32
2017,12,13,12,1.1,190.67,1.12,185.99
2017,12,13,13,1.22,206.24,1.21,202.08
2017,12,13,14,1.25,219.67,1.21,216.35
2017,12,13,15,1.0,228.18,0.96,225.33
2017,12,13,16,0.71,248.55,0.74,245.06
2017,12,13,17,0.38,290.7,0.3,313.96
2017,12,13,18,0.87,42.45,1.38,48.66
2017,12,13,19,2.03,54.41,3.16,56.19
2017,12,13,20,3.08,57.64,4.93,58.02
2017,12,13,21,4.08,59.66,6.37,59.22
2017,12,13,22,4.81,59.1,7.28,58.51
2017,12,13,23,5.06,58.84,7.59,57.91
2017,12,14,0,5.1,58.6,7.63,57.42
2017,12,14,1,5.05,56.48,7.54,55.21
2017,12,14,2,5.03,52.9,7.51,51.59
2017,12,14,3,4.94,50.19,7.41,48.93
2017,12,14,4,4.79,49.3,7.21,48.03
2017,12,14,5,4.74,49.28,7.15,47.97
2017,12,14,6,4.83,49.27,7.15,48.14
2017,12,14,7,5.48,49.97,6.37,50.28
2017,12,14,8,5.03,52.76,5.49,53.16
2017,12,14,9,4.76,57.33,5.15,57.71
2017,12,14,10,3.88,57.91,4.14,57.72
2017,12,14,11,3.17,52.2,3.41,51.79
2017,12,14,12,2.8,43.98,3.04,43.86
2017,12,14,13,2.62,38.1,2.86,38.24
2017,12,14,14,2.6,36.08,2.86,36.34
2017,12,14,15,2.67,37.04,3.09,38.12
2017,12,14,16,2.18,43.11,3.41,46.58
2017,12,14,17,2.55,58.16,3.94,59.52
2017,12,14,18,3.16,68.51,4.93,68.15
2017,12,14,19,3.66,69.63,5.59,68.53
2017,12,14,20,3.88,66.23,5.79,64.61
2017,12,14,21,4.18,62.29,6.16,60.67
2017,12,14,22,4.8,58.3,7.13,56.76
2017,12,14,23,4.47,54.31,6.7,52.58
2017,12,15,0,4.2,50.06,6.15,48.4
2017,12,15,1,4.54,45.42,6.69,44.29
2017,12,15,2,4.58,43.83,6.76,42.8
2017,12,15,3,4.6,46.1,6.74,45.28
2017,12,15,4,4.62,50.36,6.83,49.41
2017,12,15,5,4.54,53.25,6.77,52.03
2017,12,15,6,4.52,53.78,6.61,52.44
2017,12,15,7,5.2,54.11,5.93,54.28
2017,12,15,8,5.14,57.28,5.67,57.43
2017,12,15,9,5.27,58.88,5.73,58.04
2017,12,15,10,4.84,54.72,5.26,53.52
2017,12,15,11,4.43,49.72,4.85,48.59
2017,12,15,12,4.21,45.6,4.65,44.8
2017,12,15,13,4.01,43.34,4.45,42.79
2017,12,15,14,3.82,41.6,4.28,41.37
2017,12,15,15,3.51,38.94,4.14,39.25
2017,12,15,16,2.68,36.0,4.02,38.21
2017,12,15,17,2.81,37.76,4.05,39.52
2017,12,15,18,3.07,45.72,4.41,46.22
2017,12,15,19,3.69,54.12,5.38,53.5
2017,12,15,20,4.38,57.98,6.5,56.71
2017,12,15,21,4.88,58.55,7.28,57.09
2017,12,15,22,5.24,56.55,7.82,55.17
2017,12,15,23,5.55,54.23,8.24,52.9
2017,12,16,0,5.83,51.92,8.56,50.96
2017,12,16,1,5.83,48.47,8.53,47.82
2017,12,16,2,5.86,46.73,8.54,46.15
2017,12,16,3,5.85,46.14,8.47,45.67
2017,12,16,4,5.51,46.26,8.12,45.59
2017,12,16,5,5.5,47.13,8.09,46.41
2017,12,16,6,5.71,47.61,8.09,47.03
2017,12,16,7,6.53,48.78,7.53,49.17
2017,12,16,8,6.91,53.0,7.85,53.49
2017,12,16,9,7.73,56.45,8.68,56.5
2017,12,16,10,7.73,55.3,8.65,55.38
2017,12,16,11,7.48,54.14,8.4,54.2
2017,12,16,12,7.18,54.56,8.08,54.6
2017,12,16,13,6.92,55.81,7.79,55.67
2017,12,16,14,6.64,56.81,7.5,56.64
2017,12,16,15,6.35,57.46,7.38,57.18
2017,12,16,16,5.09,58.43,7.46,57.36
2017,12,16,17,5.3,58.02,8.02,56.48
2017,12,16,18,5.61,56.71,8.41,55.1
2017,12,16,19,5.65,55.83,8.43,54.2
2017,12,16,20,5.64,55.89,8.41,54.42
2017,12,16,21,5.76,56.01,8.55,54.9
2017,12,16,22,5.79,56.01,8.56,55.15
2017,12,16,23,5.69,55.07,8.4,54.31
2017,12,17,0,5.51,53.02,8.15,52.44
2017,12,17,1,5.49,50.89,8.11,50.43
2017,12,17,2,5.58,49.71,8.22,49.32
2017,12,17,3,5.62,49.8,8.26,49.41
2017,12,17,4,5.62,51.2,8.28,50.59
2017,12,17,5,5.69,53.54,8.38,52.65
2017,12,17,6,5.98,55.81,8.52,55.01
2017,12,17,7,6.88,58.42,8.01,58.73
2017,12,17,8,7.27,62.97,8.32,63.51
2017,12,17,9,8.44,67.35,9.59,67.7
2017,12,17,10,8.54,70.37,9.63,70.86
2017,12,17,11,8.23,73.79,9.26,74.33
2017,12,17,12,7.79,76.95,8.77,77.66
2017,12,17,13,7.36,78.24,8.32,79.02
2017,12,17,14,7.01,76.21,8.0,77.02
2017,12,17,15,6.57,70.4,7.8,70.77
2017,12,17,16,5.44,59.83,8.09,58.87
2017,12,17,17,6.13,50.79,9.2,49.75
2017,12,17,18,7.02,46.62,10.04,45.95
2017,12,17,19,7.43,46.58,10.29,46.26
2017,12,17,20,7.59,48.8,10.33,48.65
2017,12,17,21,7.71,51.88,10.35,51.75
2017,12,17,22,7.77,54.98,10.33,54.88
2017,12,17,23,7.83,57.59,10.28,57.39
2017,12,18,0,7.96,59.76,10.38,59.67
2017,12,18,1,8.18,60.99,10.41,61.28
2017,12,18,2,8.11,61.66,10.13,62.09
2017,12,18,3,7.93,61.31,9.79,61.82
2017,12,18,4,7.63,60.71,9.42,61.35
2017,12,18,5,7.29,59.48,9.0,60.27
2017,12,18,6,7.1,57.45,8.69,58.41
2017,12,18,7,7.29,57.25,8.29,58.53
2017,12,18,8,6.93,58.37,7.69,59.94
2017,12,18,9,6.51,58.39,7.24,60.26
2017,12,18,10,5.79,60.56,6.4,62.9
2017,12,18,11,5.15,67.6,5.72,69.96
2017,12,18,12,4.92,76.58,5.58,78.94
2017,12,18,13,4.73,79.53,5.49,81.57
2017,12,18,14,4.41,71.53,5.31,73.43
2017,12,18,15,4.3,57.18,5.64,57.78
2017,12,18,16,4.64,43.64,7.26,44.65
2017,12,18,17,6.3,40.78,8.93,41.63
2017,12,18,18,7.06,41.41,9.45,42.12
2017,12,18,19,6.94,42.63,9.33,43.24
2017,12,18,20,6.67,44.48,9.09,44.93
2017,12,18,21,6.36,46.99,8.83,47.4
2017,12,18,22,6.19,50.22,8.7,50.54
2017,12,18,23,6.1,53.6,8.63,53.84
2017,12,19,0,5.99,56.97,8.59,56.99
2017,12,19,1,5.86,59.19,8.45,58.84
2017,12,19,2,5.57,60.59,8.11,60.0
2017,12,19,3,5.32,61.33,7.77,60.5
2017,12,19,4,5.19,60.12,7.43,59.6
2017,12,19,5,5.22,58.52,7.21,58.46
2017,12,19,6,5.19,56.36,7.01,56.5
2017,12,19,7,5.59,52.38,6.38,53.16
2017,12,19,8,5.41,49.39,5.98,50.3
2017,12,19,9,5.41,52.68,5.97,54.0
2017,12,19,10,4.57,54.6,4.99,55.39
2017,12,19,11,3.76,52.25,4.21,52.77
2017,12,19,12,3.32,46.05,3.81,46.58
2017,12,19,13,3.1,44.39,3.66,44.65
2017,12,19,14,3.01,48.16,3.66,48.03
2017,12,19,15,2.82,53.67,3.65,53.79
2017,12,19,16,2.18,61.5,3.8,62.33
2017,12,19,17,2.67,65.08,4.45,65.06
2017,12,19,18,3.08,64.74,5.02,64.19
2017,12,19,19,3.58,61.98,5.61,60.9
2017,12,19,20,3.99,59.02,6.16,57.74
2017,12,19,21,4.24,56.05,6.5,54.78
2017,12,19,22,4.36,52.58,6.63,51.41
2017,12,19,23,4.38,48.26,6.62,47.34
2017,12,20,0,4.34,43.47,6.54,43.07
2017,12,20,1,4.18,38.09,6.34,38.0
2017,12,20,2,3.99,32.76,6.02,32.93
2017,12,20,3,3.87,29.0,5.77,29.24
2017,12,20,4,3.86,28.43,5.68,28.33
2017,12,20,5,3.85,28.65,5.6,28.21
2017,12,20,6,3.81,29.88,5.57,29.52
2017,12,20,7,4.21,30.47,4.97,30.39
2017,12,20,8,3.6,29.13,3.86,29.63
2017,12,20,9,3.14,31.55,3.52,32.38
2017,12,20,10,2.6,23.56,3.04,25.44
2017,12,20,11,2.1,10.06,2.47,13.55
2017,12,20,12,1.71,346.79,1.99,352.32
2017,12,20,13,1.72,326.45,1.95,332.1
2017,12,20,14,1.92,316.65,2.14,321.21
2017,12,20,15,2.03,308.76,2.31,311.99
2017,12,20,16,2.02,296.37,2.62,297.33
2017,12,20,17,2.17,289.74,2.76,290.39
2017,12,20,18,1.99,290.42,2.5,291.67
2017,12,20,19,1.87,296.35,2.3,298.13
2017,12,20,20,1.96,305.4,2.39,307.28
2017,12,20,21,2.27,317.79,2.82,319.73
2017,12,20,22,2.77,327.65,3.55,329.6
2017,12,20,23,3.22,333.06,4.24,335.04
2017,12,21,0,3.48,336.72,4.64,338.57
2017,12,21,1,3.39,342.57,4.5,343.77
2017,12,21,2,3.11,354.23,4.06,354.93
2017,12,21,3,2.84,10.47,3.64,11.26
2017,12,21,4,2.68,29.7,3.44,30.76
2017,12,21,5,2.81,43.09,3.71,44.23
2017,12,21,6,3.05,49.46,4.23,50.4
2017,12,21,7,3.33,52.54,4.22,53.51
2017,12,21,8,3.17,53.33,3.35,54.31
2017,12,21,9,2.63,58.34,2.95,60.1
2017,12,21,10,2.29,55.44,2.73,56.08
2017,12,21,11,2.08,45.91,2.55,46.98
2017,12,21,12,1.93,32.6,2.44,34.15
2017,12,21,13,1.96,19.59,2.47,20.32
2017,12,21,14,2.05,11.65,2.61,11.04
2017,12,21,15,1.78,3.78,2.53,3.54
2017,12,21,16,1.41,351.37,2.11,352.98
2017,12,21,17,1.29,348.08,1.8,352.75
2017,12,21,18,1.15,356.88,1.61,6.95
2017,12,21,19,1.35,18.54,2.0,27.47
2017,12,21,20,1.9,32.38,2.74,37.82
2017,12,21,21,2.43,33.74,3.44,37.44
2017,12,21,22,2.9,31.33,4.04,33.97
2017,12,21,23,3.31,29.53,4.59,31.5
2017,12,22,0,3.65,26.29,5.08,27.79
2017,12,22,1,3.82,22.85,5.29,23.76
2017,12,22,2,3.82,20.73,5.25,21.18
2017,12,22,3,3.74,20.4,5.12,20.54
2017,12,22,4,3.68,20.36,5.02,20.41
2017,12,22,5,3.65,20.96,4.96,20.95
2017,12,22,6,3.62,23.52,4.96,23.49
2017,12,22,7,3.65,32.6,4.65,32.3
2017,12,22,8,3.49,46.63,3.69,46.8
2017,12,22,9,3.53,63.83,4.01,63.73
2017,12,22,10,3.7,70.65,4.3,69.59
2017,12,22,11,3.63,74.89,4.32,73.73
2017,12,22,12,3.36,77.25,4.11,76.15
2017,12,22,13,2.92,76.37,3.6,75.69
2017,12,22,14,2.42,72.73,2.96,72.04
2017,12,22,15,1.75,67.2,2.42,66.24
2017,12,22,16,1.25,59.59,2.05,59.34
2017,12,22,17,1.41,48.37,2.24,49.53
2017,12,22,18,1.67,42.35,2.57,44.14
2017,12,22,19,1.89,42.82,2.76,44.54
2017,12,22,20,2.01,44.06,2.87,45.55
2017,12,22,21,2.14,38.04,2.97,39.88
2017,12,22,22,2.4,24.64,3.24,26.81
2017,12,22,23,2.87,10.97,3.84,13.19
2017,12,23,0,3.46,2.85,4.62,4.36
2017,12,23,1,3.88,358.73,5.23,359.49
2017,12,23,2,4.08,356.82,5.55,356.85
2017,12,23,3,4.04,356.56,5.44,356.38
2017,12,23,4,3.8,358.0,5.03,357.6
2017,12,23,5,3.48,0.39,4.48,359.8
2017,12,23,6,3.14,1.71,3.98,1.13
2017,12,23,7,2.77,0.81,3.41,0.26
2017,12,23,8,2.25,356.61,2.32,354.98
2017,12,23,9,1.51,322.77,1.67,321.26
2017,12,23,10,1.67,296.92,1.83,299.96
2017,12,23,11,2.43,281.71,2.59,284.88
2017,12,23,12,3.32,274.85,3.55,277.58
2017,12,23,13,4.15,272.7,4.5,275.18
2017,12,23,14,4.56,271.67,5.01,274.02
2017,12,23,15,4.43,268.79,5.0,270.45
2017,12,23,16,3.54,260.6,5.14,261.25
2017,12,23,17,3.74,255.35,5.35,256.15
2017,12,23,18,3.84,255.14,5.4,256.02
2017,12,23,19,3.88,258.03,5.33,258.85
2017,12,23,20,3.9,263.91,5.27,264.64
2017,12,23,21,3.84,268.6,5.08,269.12
2017,12,23,22,3.47,274.26,4.47,274.51
2017,12,23,23,2.92,286.64,3.67,286.47
2017,12,24,0,2.31,311.17,2.81,311.05
2017,12,24,1,2.24,342.13,2.66,343.48
2017,12,24,2,2.73,4.27,3.31,5.95
2017,12,24,3,3.23,21.42,4.04,22.89
2017,12,24,4,3.59,35.87,4.62,37.37
2017,12,24,5,3.8,46.75,5.05,48.57
2017,12,24,6,3.9,50.44,5.36,52.76
2017,12,24,7,4.28,53.09,5.12,54.06
2017,12,24,8,3.74,60.76,3.95,62.27
2017,12,24,9,3.27,79.82,3.65,80.52
2017,12,24,10,2.7,85.02,3.06,83.26
2017,12,24,11,1.75,73.67,2.13,70.03
2017,12,24,12,1.15,34.77,1.55,35.37
2017,12,24,13,1.11,359.6,1.48,6.37
2017,12,24,14,0.95,345.28,1.27,353.66
2017,12,24,15,0.53,318.01,0.65,326.69
2017,12,24,16,0.84,222.74,1.01,219.35
2017,12,24,17,1.2,202.91,1.39,197.72
2017,12,24,18,0.83,186.99,0.94,173.82
2017,12,24,19,0.33,98.13,0.72,85.65
2017,12,24,20,1.08,37.04,1.65,43.08
2017,12,24,21,1.86,31.75,2.64,35.48
2017,12,24,22,2.4,38.4,3.38,39.84
2017,12,24,23,2.86,47.99,3.98,48.02
2017,12,25,0,3.26,53.49,4.52,52.65
2017,12,25,1,3.66,53.5,5.11,52.45
2017,12,25,2,4.05,50.08,5.72,49.15
2017,12,25,3,4.29,47.36,6.08,46.51
2017,12,25,4,4.36,46.81,6.19,46.07
2017,12,25,5,4.34,46.89,6.18,46.28
2017,12,25,6,4.31,47.94,6.26,47.23
2017,12,25,7,4.73,50.63,6.01,50.17
2017,12,25,8,4.54,56.67,4.83,56.75
2017,12,25,9,4.3,70.02,4.85,70.34
2017,12,25,10,3.88,83.52,4.51,82.63
2017,12,25,11,3.43,96.67,4.05,94.97
2017,12,25,12,2.87,106.31,3.54,104.96
2017,12,25,13,2.32,110.87,2.86,109.33
2017,12,25,14,1.7,111.02,2.05,109.33
2017,12,25,15,0.92,120.05,1.33,118.07
2017,12,25,16,0.65,140.37,0.93,145.24
2017,12,25,17,0.52,147.99,0.74,142.28
2017,12,25,18,0.52,121.55,0.9,109.69
2017,12,25,19,0.91,90.0,1.46,87.24
2017,12,25,20,1.46,75.15,2.13,75.1
2017,12,25,21,1.97,69.34,2.75,69.41
2017,12,25,22,2.36,60.04,3.25,60.48
2017,12,25,23,2.8,43.98,3.79,44.83
2017,12,26,0,3.29,29.8,4.43,30.77
2017,12,26,1,3.57,22.24,4.79,22.97
2017,12,26,2,3.51,21.71,4.63,22.11
2017,12,26,3,3.18,24.49,4.11,24.57
2017,12,26,4,2.85,29.51,3.61,29.56
2017,12,26,5,2.58,35.9,3.23,35.84
2017,12,26,6,2.35,43.52,2.92,43.7
2017,12,26,7,1.99,50.25,2.52,50.54
2017,12,26,8,1.76,53.28,1.8,55.41
2017,12,26,9,0.95,91.42,1.04,96.48
2017,12,26,10,0.43,137.94,0.49,125.96
2017,12,26,11,0.63,235.12,0.52,235.36
2017,12,26,12,1.42,256.35,1.36,259.4
2017,12,26,13,2.04,261.4,2.02,264.0
2017,12,26,14,2.44,262.44,2.47,264.56
2017,12,26,15,2.67,261.94,3.08,262.71
2017,12,26,16,2.87,262.02,4.23,261.93
2017,12,26,17,3.36,265.19,4.85,265.47
2017,12,26,18,3.45,270.13,4.94,270.91
2017,12,26,19,3.22,276.83,4.5,278.19
2017,12,26,20,2.84,284.99,3.85,286.74
2017,12,26,21,2.52,295.77,3.36,297.88
2017,12,26,22,2.4,310.9,3.18,313.01
2017,12,26,23,2.58,327.13,3.46,328.86
2017,12,27,0,2.99,340.0,4.09,341.15
2017,12,27,1,3.45,344.77,4.79,345.47
2017,12,27,2,3.76,346.05,5.27,346.19
2017,12,27,3,3.87,347.17,5.41,347.23
2017,12,27,4,3.82,349.4,5.28,349.34
2017,12,27,5,3.75,352.58,5.12,352.28
2017,12,27,6,3.65,356.69,4.99,356.41
2017,12,27,7,3.65,358.41,4.5,358.21
2017,12,27,8,3.16,354.75,3.33,353.81
2017,12,27,9,1.95,329.63,2.03,328.39
2017,12,27,10,1.71,286.7,1.79,289.07
2017,12,27,11,2.33,265.97,2.4,268.32
2017,12,27,12,3.05,259.98,3.16,261.91
2017,12,27,13,3.42,259.87,3.57,261.69
2017,12,27,14,3.48,259.12,3.66,260.9
2017,12,27,15,3.43,255.74,3.82,256.5
2017,12,27,16,3.06,249.07,4.57,249.58
2017,12,27,17,3.35,246.96,4.91,247.96
2017,12,27,18,3.33,248.85,4.75,250.4
2017,12,27,19,3.28,256.63,4.55,258.3
2017,12,27,20,3.24,270.55,4.47,272.6
2017,12,27,21,3.28,286.19,4.61,288.47
2017,12,27,22,3.21,300.87,4.57,302.71
2017,12,27,23,2.98,314.15,4.19,315.68
2017,12,28,0,2.75,327.89,3.81,328.85
2017,12,28,1,2.64,341.03,3.64,341.72
2017,12,28,2,2.61,356.39,3.57,356.61
2017,12,28,3,2.7,13.23,3.7,13.3
2017,12,28,4,2.92,28.07,4.11,28.27
2017,12,28,5,3.28,40.17,4.84,40.35
2017,12,28,6,3.75,47.87,5.75,47.7
2017,12,28,7,4.96,51.85,5.79,51.96
2017,12,28,8,4.55,54.57,4.88,54.84
2017,12,28,9,4.56,58.16,5.14,59.11
2017,12,28,10,4.03,63.88,4.65,63.99
2017,12,28,11,3.22,61.32,3.85,60.31
2017,12,28,12,2.72,54.71,3.35,53.83
2017,12,28,13,2.55,50.1,3.1,48.99
2017,12,28,14,2.55,48.35,3.11,47.45
2017,12,28,15,2.14,52.13,3.18,52.29
2017,12,28,16,1.98,62.73,3.68,61.37
2017,12,28,17,2.67,64.18,4.83,62.98
2017,12,28,18,3.29,61.67,5.76,60.97
2017,12,28,19,3.59,57.9,5.76,56.57
2017,12,28,20,3.44,48.5,5.22,47.73
2017,12,28,21,3.33,32.83,4.89,33.46
2017,12,28,22,3.57,19.59,5.19,20.81
2017,12,28,23,3.81,14.72,5.55,15.76
2017,12,29,0,3.98,18.68,5.78,19.02
2017,12,29,1,4.1,24.66,5.97,24.82
2017,12,29,2,4.2,26.9,6.07,27.09
2017,12,29,3,4.37,25.74,6.31,26.22
2017,12,29,4,4.49,24.38,6.48,25.18
2017,12,29,5,4.49,25.54,6.45,26.38
2017,12,29,6,4.43,29.96,6.39,30.74
2017,12,29,7,4.68,35.15,5.93,35.62
2017,12,29,8,4.44,41.79,4.77,42.55
2017,12,29,9,4.18,53.9,4.62,55.75
2017,12,29,10,3.03,60.33,3.36,61.11
2017,12,29,11,2.05,56.49,2.39,56.62
2017,12,29,12,1.5,45.21,1.8,45.7
2017,12,29,13,1.14,23.76,1.43,24.18
2017,12,29,14,1.1,2.86,1.35,3.97
2017,12,29,15,0.93,341.87,1.23,350.12
2017,12,29,16,0.88,331.84,1.1,341.44
2017,12,29,17,0.91,349.65,1.26,5.68
2017,12,29,18,1.25,19.34,1.88,29.66
2017,12,29,19,1.79,30.49,2.64,36.7
2017,12,29,20,2.27,29.48,3.27,33.99
2017,12,29,21,2.63,26.41,3.72,29.95
2017,12,29,22,2.92,24.71,4.07,27.55
2017,12,29,23,3.18,24.49,4.43,26.47
2017,12,30,0,3.38,24.73,4.7,26.01
2017,12,30,1,3.55,27.13,4.94,27.82
2017,12,30,2,3.7,31.01,5.17,31.14
2017,12,30,3,3.82,33.75,5.37,33.55
2017,12,30,4,3.87,35.81,5.46,35.44
2017,12,30,5,3.86,38.84,5.46,38.38
2017,12,30,6,3.81,40.68,5.48,40.14
2017,12,30,7,3.79,40.23,5.06,40.11
2017,12,30,8,3.58,42.35,3.82,42.6
2017,12,30,9,3.26,48.59,3.61,48.59
2017,12,30,10,2.89,39.96,3.21,38.77
2017,12,30,11,2.23,29.07,2.61,28.56
2017,12,30,12,1.83,3.67,2.19,6.75
2017,12,30,13,2.07,330.63,2.34,336.17
2017,12,30,14,2.33,317.31,2.57,322.29
2017,12,30,15,2.43,311.74,2.94,316.08
2017,12,30,16,2.49,304.89,3.21,307.48
2017,12,30,17,2.35,302.37,2.91,304.5
2017,12,30,18,2.08,307.04,2.47,308.97
2017,12,30,19,1.97,317.73,2.38,320.6
2017,12,30,20,1.49,331.82,1.81,336.31
2017,12,30,21,1.34,345.8,1.63,350.9
2017,12,30,22,1.88,345.56,2.32,349.11
2017,12,30,23,2.22,345.96,2.78,348.5
2017,12,31,0,2.12,348.52,2.65,350.68
2017,12,31,1,1.96,350.58,2.42,352.39
2017,12,31,2,1.64,351.48,1.98,352.76
2017,12,31,3,1.29,349.57,1.54,350.63
2017,12,31,4,0.81,348.91,0.94,350.38
2017,12,31,5,0.46,346.2,0.49,349.05
2017,12,31,6,0.26,345.96,0.24,354.29
2017,12,31,7,0.17,105.95,0.25,120.65
2017,12,31,8,0.5,168.34,0.7,182.57
2017,12,31,9,1.46,208.34,1.61,208.3
2017,12,31,10,1.66,225.76,1.7,224.81
2017,12,31,11,2.09,242.09,2.08,241.7
2017,12,31,12,2.71,252.4,2.73,252.7
2017,12,31,13,3.27,258.13,3.34,258.93
2017,12,31,14,3.58,260.58,3.69,261.48
2017,12,31,15,3.74,263.41,4.0,263.83
2017,12,31,16,3.15,264.88,4.53,264.76
2017,12,31,17,3.2,266.64,4.68,267.13
2017,12,31,18,2.99,271.79,4.29,272.71
2017,12,31,19,2.74,280.7,3.79,281.89
2017,12,31,20,2.56,296.41,3.47,297.31
2017,12,31,21,2.8,316.81,3.76,317.36
2017,12,31,22,3.21,332.44,4.37,332.75
2017,12,31,23,3.39,344.49,4.66,344.42
2018,1,1,0,3.34,355.85,4.57,355.49
2018,1,1,1,3.24,6.1,4.36,5.66
2018,1,1,2,3.1,13.72,4.09,13.35
2018,1,1,3,2.86,20.81,3.69,20.58
2018,1,1,4,2.64,28.46,3.35,28.6
2018,1,1,5,2.49,36.08,3.15,36.73
2018,1,1,6,2.34,45.14,2.98,46.38
2018,1,1,7,2.19,57.39,2.7,58.47
2018,1,1,8,1.85,74.85,1.86,78.88
2018,1,1,9,1.34,132.63,1.41,134.1
2018,1,1,10,1.26,172.17,1.26,169.32
2018,1,1,11,1.59,204.42,1.54,202.4
2018,1,1,12,2.12,224.1,2.06,223.46
2018,1,1,13,2.68,235.1,2.63,235.04
2018,1,1,14,3.03,242.18,3.02,242.44
2018,1,1,15,3.18,245.89,3.33,246.08
2018,1,1,16,2.83,247.82,4.01,247.78
2018,1,1,17,2.98,249.62,4.22,250.32
2018,1,1,18,2.82,249.91,3.9,251.31
2018,1,1,19,2.54,250.56,3.39,252.44
2018,1,1,20,2.24,255.87,2.89,257.84
2018,1,1,21,2.02,270.22,2.57,272.09
2018,1,1,22,2.01,291.18,2.56,292.58
2018,1,1,23,2.17,310.18,2.8,311.04
2018,1,2,0,2.4,325.07,3.13,325.48
2018,1,2,1,2.64,340.97,3.47,340.83
2018,1,2,2,2.85,357.49,3.79,356.93
2018,1,2,3,3.02,13.32,4.03,12.55
2018,1,2,4,3.14,28.99,4.21,28.14
2018,1,2,5,3.35,43.58,4.51,42.75
2018,1,2,6,3.59,55.27,4.99,54.37
2018,1,2,7,4.06,64.47,4.92,64.29
2018,1,2,8,3.81,77.68,4.01,78.89
2018,1,2,9,3.57,103.55,3.93,105.91
2018,1,2,10,3.31,127.14,3.61,126.37
2018,1,2,11,2.69,145.89,2.89,143.56
2018,1,2,12,2.4,168.54,2.51,165.06
2018,1,2,13,2.35,188.99,2.41,185.21
2018,1,2,14,2.36,204.7,2.4,201.21
2018,1,2,15,2.31,217.02,2.54,215.25
2018,1,2,16,2.44,232.03,3.14,231.36
2018,1,2,17,2.7,246.63,3.47,246.55
2018,1,2,18,2.85,261.0,3.71,261.39
2018,1,2,19,2.8,270.8,3.63,271.72
